2024-07-29 11:10:43,047 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value-forwardee           ON xs:element           NAMED short                OF TYPE xs:short            
2024-07-29 12:55:24,178 ERROR [STDERR] 	at org.apache.catalina.core.ApplicationFilterChain$1.run(ApplicationFilterChain.java:189)
2024-07-29 12:55:24,178 ERROR [STDERR] 	at java.security.AccessController.doPrivileged(Native Method)
2024-07-29 12:55:24,178 ERROR [STDERR] 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:185)
2024-07-29 12:55:24,178 ERROR [STDERR] 	at org.jboss.web.tomcat.filters.ReplyHeaderFilter.doFilter(ReplyHeaderFilter.java:96)
2024-07-29 12:55:24,178 ERROR [STDERR] 	at sun.reflect.GeneratedMethodAccessor149.invoke(Unknown Source)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at java.lang.reflect.Method.invoke(Method.java:498)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.security.SecurityUtil$1.run(SecurityUtil.java:244)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at java.security.AccessController.doPrivileged(Native Method)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at javax.security.auth.Subject.doAsPrivileged(Subject.java:549)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.security.SecurityUtil.execute(SecurityUtil.java:276)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.security.SecurityUtil.doAsPrivilege(SecurityUtil.java:218)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:230)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.core.ApplicationFilterChain.access$000(ApplicationFilterChain.java:56)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.core.ApplicationFilterChain$1.run(ApplicationFilterChain.java:189)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at java.security.AccessController.doPrivileged(Native Method)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:185)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:230)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:175)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.jboss.web.tomcat.security.SecurityAssociationValve.invoke(SecurityAssociationValve.java:179)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:524)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.jboss.web.tomcat.security.JaccContextValve.invoke(JaccContextValve.java:84)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:127)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:102)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.jboss.web.tomcat.service.jca.CachedConnectionValve.invoke(CachedConnectionValve.java:157)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:262)
2024-07-29 12:55:24,179 ERROR [STDERR] 	at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:844)
2024-07-29 12:55:24,188 ERROR [STDERR] 	at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:583)
2024-07-29 12:55:24,188 ERROR [STDERR] 	at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:446)
2024-07-29 12:55:24,188 ERROR [STDERR] 	at java.lang.Thread.run(Thread.java:750)
2024-07-29 12:55:58,134 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF XSD file detected.
2024-07-29 12:55:58,135 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF ---
2024-07-29 12:55:58,135 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Running XSD2HTML2XML version 3
2024-07-29 12:55:58,136 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Michiel Meulendijk (mail@michielmeulendijk.nl) / Leiden University Medical Center
2024-07-29 12:55:58,136 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF MIT License
2024-07-29 12:55:58,136 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF https://github.com/MichielCM/xsd2html2xml
2024-07-29 12:55:58,136 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF ---
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF XSLT Processor: Apache Software Foundation
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF XSLT Version: 1.0
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Debug Options: info stack error
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF ---
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN xs:schema                      ON xs:schema           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Namespaces in root document:
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF xml:http://www.w3.org/XML/1998/namespace
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF xs:http://www.w3.org/2001/XMLSchema
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd-root (EXSLT): handle-root- ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN handle-root-element            ON xsl:template         NAMED handle-root-element 
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN xs:element[xs:complexType/*[no ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-my-namespace-documents     ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-type                       ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace-documents        ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace-documents-recurs ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Resolving documents for default namespace
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Resolving calling document
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd (EXSLT): remove-duplicates ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN remove-duplicates              ON xsl:template         NAMED remove-duplicates   
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd (EXSLT): element-complexTy ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN xs:element[xs:complexType/*[no ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN handle-complex-elements        ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN handle-complex-element         ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED shiporder           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN xs:sequence                    ON xs:sequence         
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN xs:element[@type]              ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-my-namespace-documents     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-type                       ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd (EXSLT): element-type-forw ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN xs:element[@type]-forwardee    ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN handle-simple-elements         ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN handle-simple-element          ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-primitive-type             ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-base-type                  ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value: xs:pattern         ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-base-type                  ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Reusing loaded namespace documents
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd (EXSLT): attr-value-forwar ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value-forwardee           ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value: xs:minLength       ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-base-type                  ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Reusing loaded namespace documents
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd (EXSLT): attr-value-forwar ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value-forwardee           ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value: xs:enumeration     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-base-type                  ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED orderperson          OF TYPE xs:string           
2024-07-29 12:55:58,137 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Reusing loaded namespace documents
